ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,current_nex,rsltn_planning,rsltn_remark
1004-85(L),,,2010-04-26 11:55:14,NIK,,,,,,"Call ADUKOM. They informed that hey received this log from user on 23/04/2010. They call us but not pickup. But i did not get any call from user regarding this log. Since this log already close, informed adukom Saufi to close this log. Raised by change to ADUKOM Saufi log no: 288445.",,Next Action Plan :,,
1004-91(L),,,2010-04-26 11:15:39,NIK,,,,,,Call ADUKOM. Spoke with Shima. Informed this is not our error. Log close with us. She will esc this problem.,,Next Action Plan :,,
1004-91(L),,,2010-04-26 11:08:22,NIK,,,,,,Call user. Spoke with Anis. Error occur and they alreday restart PC and all printer but still cannot. Informed error is system error. I will informed ADUKOM to esc this problem.,,Next Action Plan :,,
1004-90(L),,,2010-04-26 11:00:47,NIK,,,,,,Informed problem to Faizal. He will try to remote today afternoon.,,Next Action Plan :,,
1004-90(L),,,2010-04-26 10:50:57,NIK,,,,,,"Call user. Spoke with Pn jamilah. She not sure about this problem since yesterday, she not work. She ask her IO and he siad the problem happened last friday and they realize it on saturday. Passport that printed wrong is: 0224826 printed as 0224828.",,Next Action Plan :,,
1004-90(L),,,2010-04-26 10:26:18,NIK,,,,,,Received call from Azhar. She informed that user (Farid) report to him that yesterday problem occur again.,,Next Action Plan :,,
1004-87(L),,,2010-04-23 16:31:41,NIK,,,,,,"cALL USER. Spoke with PIT Marsilla. She informed that after restart many time, no problem occur anymore. Log resolved by user.",,Next Action Plan :,,
1004-88(L),,,2010-04-26 11:00:10,NIK,,,,,,"Call Pak Andy. After bypass, they able to do serahan. But still not produce passport yet since no application yet. But fro SPC already can do. They assume no problem occur for this moment. Will check the status back.",,Next Action Plan :,,
1004-88(L),,,2010-04-26 09:41:50,NIK,,,,,,Call Pak Andy. Pass phone to nizam to try bypass server. Then pass phone to En Razi and now system passport already can on. Wait call from user to confirm the status.,,Next Action Plan :,,
1004-88(L),,,2010-04-26 09:15:22,NIK,,,,,,Received call from Zul. He try to guide user to ON server without UPS. But he driving and cannot guide user properly. he already explain the problem to nizam and ask to ask nizam to guide user.,,Next Action Plan :,,
1004-88(L),,,2010-04-26 09:00:53,NIK,,,,,,Call En Razi. Informed him that Zul alreday double check with user. Will try to check the UPS can be carry by hand or need to buy at Jakarta.,,Next Action Plan :,,
1004-88(L),,,2010-04-26 08:37:27,NIK,,,,,,Call Zul. He the last person that be on site with Yusuf. He will check with user first to confirm.,,Next Action Plan :,,
1004-88(L),,,2010-04-26 08:36:04,NIK,,,,,,Received call from En Razi. He informed the problem and ask to check with last engineer that be on site.,,Next Action Plan :,,
1004-89(L),,,2010-04-26 10:00:29,NIK,,,,,,"Call user. Spoke with Irwan. He said that when insert passport, jarfalla will eject the passport. He restart and do test print. Now ok. For now log allow to close since they already test. User will repoirt back if problem occur again.",,Next Action Plan :,,
1004-86(L),,,2010-04-23 16:31:33,NIK,,,,,,"cALL USER. Spoke with PIT Marsilla. She informed that after restart many time, no problem occur anymore. Log resolved by user.",,Next Action Plan :,,
1004-85(L),,,2010-04-26 09:33:51,NIK,,,,,,Call user. Spoke with En Norizan. No problem occur anymore. Log allow to close.,,Next Action Plan :,,
1004-85(L),,,2010-04-24 14:30:28,NIK,,,,,,Received call from Azhar. Problem resolved.,,Next Action Plan :,,
1004-85(L),,,2010-04-24 08:29:38,NIK,,,,,,Received sms from Azhar. Just arrived on site.,,Next Action Plan :,,
1004-83(L),,,2010-04-26 09:35:15,NIK,,,,,,Anuar on the way to site.,,Next Action Plan :,,
1004-83(L),,,2010-04-23 17:41:27,NIK,,,,,,Received call from Anuar. After he insert the PCI card it can function but suddenly SCSI card cannot detect cause PC blur. Need to be on site again next monday and bring SCSI card. maria will prepare SCSI card and will put it on Anuar's table.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 17:28:38,NIK,,,,,,Call Azhar. Assign him to be on site tomorrow. Provide user mobile no to him. Will give azhar mobile no to user.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 16:00:51,NIK,,,,,,Arm guide user but still Cannot. User ask to sent engineer since a lot of passport pending. User ready to standby tomorrow.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 15:39:42,NIK,,,,,,Call Arham. He failed to call user. Suzie provide him ATLK mobile no.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 15:20:44,NIK,,,,,,Call Arham. Provide En Ibrahim mobile no to him. Ask him to guide user enter in maintenance mode.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 15:17:48,NIK,,,,,,Call EN Ibrahim. Problem occur again. Need to guide user to enter in maintenance mode.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 15:15:39,NIK,,,,,,Received call Azimah while lunch. User call and ask to call back.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 12:41:25,NIK,,,,,,Call En Norizan. ALready at home. Lunch and Friday prayer time.Ask to call back after 3 PM.,,Next Action Plan :,,
1004-85(L),,,2010-04-23 12:00:09,NIK,,,,,,"Call user, not pickup.",,Next Action Plan :,,
1004-85(L),,,2010-04-23 11:48:32,NIK,,,,,,Received call from Helmi IRIS. He informed that user report the problem to him. User tought that is IRIS problem since book jammed and cause passport out empty.,,Next Action Plan :,,
1004-84(L),,,2010-04-23 14:09:13,NIK,,,,,,Call user. Confirmed with Liza. No problem anymore. Log allow to close. ,,Next Action Plan :,,
1004-84(L),,,2010-04-23 13:11:05,NIK,,,,,,User call Yusuf informed that problem already resolved. Will double check with user.,,Next Action Plan :,,
1004-84(L),,,2010-04-23 12:35:38,NIK,,,,,,Call Yusuf. Already on the way to site.,,Next Action Plan :,,
1004-84(L),,,2010-04-23 12:30:47,NIK,,,,,,Call Liza. She informed that she already informed to Yusuf. Yusuf guide but still not ok.,,Next Action Plan :,,
1004-84(L),,,2010-04-23 11:13:32,NIK,,,,,,call user again. She informed that still not ok. All passport failed.,,Next Action Plan :,,
1004-84(L),,,2010-04-23 10:52:30,NIK,,,,,,Call user. Spoke with Azlin. She informed that error occur. Ask user to unplug cable and restart. User will try first.,,Next Action Plan :,,
1004-82(L),,,2010-04-23 16:27:24,NIK,,,,,,"Call user. Spoke with Asma. Since aftrenoon after zul on site, no problem occur anymore. Printer work realy good. Allow us to clsoe log.",,Next Action Plan :,,
1004-83(L),,,2010-04-23 16:02:20,NIK,,,,,,Anuar on site bring together USB PCI card.,,Next Action Plan :,,
1004-83(L),,,2010-04-22 17:00:35,NIK,,,,,,Call Anuar. Assign him to be on site tomorrow. He will deal with Helmi IRIS since they need to be on iste to because the USB port is needed to IRIS device.,,Next Action Plan :,,
1004-83(L),,,2010-04-22 16:58:58,NIK,,,,,,Informed problem to Maria. She suggest to find external USB. Will assign engineer to find external USB and send it to site tomorrow.,,Next Action Plan :,,
1004-83(L),,,2010-04-22 16:53:27,NIK,,,,,,"Received call from Helmi IRIS. He explain that there is a problem with IRIS reader that they connect at USB port at our PC spooler. When he check, there is a problem with USB port. He try to change his device at other USB port but also in front of the CPU. Its ok for a while but suddenly problem occur again. He think that both USB port in front of CPU not ok. Request us to check the USB port.",,Next Action Plan :,,
1004-82(L),,,2010-04-23 08:58:16,NIK,,,,,,Received sms from Zul. He alreday on site continue yesterday's CM.,,Next Action Plan :,,
1004-82(L),,,2010-04-22 16:55:50,NIK,,,,,,Received call from Zul. Problem not resolved yet. Will be on site again tomorrow.,,Next Action Plan :,,
1004-82(L),,,2010-04-22 14:15:27,NIK,,,,,,Zul out from office.,,Next Action Plan :,,
1004-82(L),,,2010-04-22 12:04:09,NIK,,,,,,Assign Zul to be on site today.,,Next Action Plan :,,
1004-82(L),,,2010-04-22 12:00:48,NIK,,,,,,"Call user to update log 1004-81(L). But user report this problem. At first skew happened but after cleaning, peel off happened. user already use sand paper but still not ok. ",,Next Action Plan :,,
1004-81(L),,,2010-04-22 12:00:03,NIK,,,,,,Call user. Spoke with Mdm Chan. Now this printer running as usual. No problem occur anymore to this printer. Log allow to close.,,Next Action Plan :,,
1004-81(L),,,2010-04-22 10:10:01,NIK,,,,,,Call user spoke with Asma. She informed that spooler shows OFFLINE not ready. Ask user to check SCSI cable behind of the printer. Will update status back.,,Next Action Plan :,,
1004-70(L),,,2010-04-22 14:37:14,NIK,,,,,,"Received call from mala. They already received feeder. But they already agree to wait PM team to install the feeder. Since they already get the feeder, log allow to close for this moment. Will informed PM team regarding this.",,Next Action Plan :,,
1004-55(L),,,2010-04-22 14:07:22,NIK,,,,,,"Call Pn MAziah. She informed today no application for PTB so cannot see the production. But since this log already 8 days, pn maziah allow to close log for this moment. She will report back if problem occur again.",,Next Action Plan :,,
1004-81(L),,,2010-04-22 09:41:23,NIK,,,,,,"Received log from Shima ADUKOM. Error ""Trace 4 path image name (R:imgN7668.jpg).",,Next Action Plan :,,
1004-80(L),,,2010-04-22 10:10:19,NIK,,,,,,Call user. Spoke Asma. She informed that printer work properly now. No problem occur anymore. Log close for thsi printer.,,Next Action Plan :,,
1004-80(L),,,2010-04-22 09:45:16,NIK,,,,,,"Call user spoke with Mdm Chan. She informed that after imbasan, name not list in spooler. Now just try to restart. Ask to call back later.",,Next Action Plan :,,
1004-79(L),,,2010-04-22 08:23:53,NIK,,,,,,Call user spoke with EN Bendi. He informed that now PC not blue screen anymore. Actually he alreday know that need to ON PC first then ON RTE. But thsi morning he late and IO donot know. Ask him to informed to IO the way to avoid blue screen. User agree. Log allow to close for this moment.,,Next Action Plan :,,
1004-79(L),,,2010-04-22 08:22:52,NIK,,,,,,"Maria replied. Ask user to ON PC first and enter system, and then ON RTE.",,Next Action Plan :,,
1004-79(L),,,2010-04-22 08:20:43,NIK,,,,,,Sms Software team regarding this problem.,,Next Action Plan :,,
1004-79(L),,,2010-04-22 08:03:58,NIK,,,,,,Received call from Pn Maziah. She informed that PC blue screen and they already restart PC but still not ok.,,Next Action Plan :,,
1004-78(L),,,2010-04-22 07:51:33,NIK,,,,,,"Call user. Spoke with Mdm Chan. She informed that after restart PC spooler, no error occur anymore. Log allow to close for this moment.",,Next Action Plan :,,
1003-78(L),,,2010-04-21 17:11:54,NIK,,,2010-04-19 14:30:00,2010-04-19 17:45:00,,"Received CM report from Ashok. Already send back jarfalla after repair.
Action taken:
1. Fix jarfalla.
2. Test print.
3. Take back loan unit jarfalla S/N:4428060.
4. Monitor production.
There is no problem when printing. Test successfully",,Next Action Plan :,,
1004-67(L),,,2010-04-21 17:09:50,NIK,,,2010-04-19 14:30:00,2010-04-19 18:15:00,,"Received CM report from Maria. Assist by Ashok.
Action taken:
1. Replace with loan unit.
Model: 8188-QAQ
S/N: KHBT9K0
The loan unit can be used as usual.",,Original unit will be send back after repair.,Original unit will be send back after repair.,
1004-77(L),,,2010-04-21 17:08:07,NIK,,,,,,Log close since problem resolved at site by Maria and no other reported problem regarding this problem by user.,,Next Action Plan :,,
1004-77(L),,,2010-04-21 17:05:31,NIK,,,2010-04-19 14:30:00,2010-04-19 18:15:00,,"Received CM report from Maria. On site on 19/04/2010 around 14:30hrs. Assist by Ashok.
Action taken:
1. Cloned PC jarfalla with C drive damansara.
2. Did setting:
PCID: 021
IP Address: 172.24.46.131
Computer name: SBN-DPKI021
No more debug error.",,Next Action Plan :,,
1004-66(L),,,2010-04-21 17:00:02,NIK,,,2010-04-19 11:15:00,2010-04-19 16:00:00,,"Received CM report from Anuar.
Action taken:
1. Sensor S12 replaced.
2. Did test print using original passport.
3. Production monitored.",,Spring broken inside PF2. Bring back PF2 to Target office for repair.,Spring broken inside PF2. Bring back PF2 to Target office for repair.,
1004-65(L),,,2010-04-21 16:57:44,NIK,,,2010-04-19 11:15:00,2010-04-19 16:00:00,,"Received CM report from Anuar.
Action taken:
1. Change PF2 to PF1.
2. Test print using original passport.
3. Production monitored.
Feeder in good condition. Printer in good condition. Production run as usual",,Spring broken inside PF1. Bring back PF1 to Target office for repair.,Spring broken inside PF1. Bring back PF1 to Target office for repair.,
1004-43(L),,,2010-04-21 16:53:19,NIK,,,2010-12-04 13:20:00,2010-12-04 13:45:00,,"Received CM report from Anuar.
Action taken:
1. Check cable connection.
2. Run UN 2500.
3. Run eMRTD_QA_Reader.
4. Found USB cable not properly connected.
Both testing success. RTE8000 working in good condition.Production run as usual.",,Next Action Plan :,,
1004-38(L),,,2010-04-21 16:51:21,NIK,,,2010-09-04 14:00:00,2010-09-04 17:30:00,,"Received CM report from Fakhrul. Assist by Hafiz.
Action taken:
1. Crystagram adjustment done.
Production continue as usual.",,Next Action Plan :,,
1004-68(L),,,2010-04-21 16:47:58,NIK,,,,,,"Received CM report from Azlan.
Action taken:
1. Azlan clean 5 times. Adjust ID6 : 0 to -2, ID8 : 0 to -2 and ID22 : 20 to 12.
No passport line. Teach PI Rasandi, PI Norshazana for parameter ID change.",,Next Action Plan :,,
1004-60(L),,,2010-04-21 16:44:42,NIK,,,,,,"Received CM report from Azlan.
Action taken:
1. Change ID9 = 1, ID56 = 4, ID57 = 1 and ID58 = 4.
Passport production continue without peel off anymore.",,Next Action Plan :,,
1004-74(L),,,2010-04-21 16:47:34,NIK,,,,,,Anuar call. He informed that the tear happened because IO forgot to adjust the thickness of passport. After adjust ok. Log able to close.,,Next Action Plan :,,
1004-74(L),,,2010-04-21 16:30:20,NIK,,,,,,Call Pn Salbiah. Anuar still on site. At 1st jarfalla ok. But suddenly tear happened again. Log unable to close yet. ,,Next Action Plan :,,
1004-75(L),,,2010-04-21 16:30:01,NIK,,,,,,Call Pn Salbiah. Anuar still on site. Monitoring process. Now problem IRIS happened. So log close at our side. ,,Next Action Plan :,,
1004-76(L),,,2010-04-21 16:31:32,NIK,,,,,,Call EN Fauzi mobile. He confirmed no problem anymore. Allow us to clsoe log for this moment.,,Next Action Plan :,,
1004-73(L),,,2010-04-21 15:03:43,NIK,,,,,,"Call user. Spoke with kak Zai. She informed that after change cable USB,taken from IRIS reader, about 20 passports print ok. Now rosdi and nizam at site doing PM and they promise with user to be on site to standby tomorrow. For now log allow to close since 20 passports test ok. User will report back if problem repeated.",,Next Action Plan :,,
1004-55(L),,,2010-04-21 14:45:16,NIK,,,,,,Call user. Spoke with Pn maziah. Today no problem happened since have line connection (TM line). Start from 09:00hrs today. So user unable to print passport. Will update status later after line ok.,,Next Action Plan :,,
1004-55(L),,,2010-04-21 14:42:43,NIK,,,,,,"Call Isyraf. Yesterday, he did replace the training file with the old version dated on 23/03/2010 since that is the training file that he get from Faizal for PM33. But the current training file dated on 30/03/2010. will monitor first.",,Next Action Plan :,,
1004-74(L),,,2010-04-21 13:20:24,NIK,,,,,,Received sms from Anuar. Arrived on site around 12:45hrs. Just clean inside faulty jarfalla - ok. No need to replace with loan jarfalla. But no production to test.,,Next Action Plan :,,
